,CustomerID,Amount,Frequency,Recency
227,12622.0,180.1,11,231
228,12623.0,305.1,18,275
229,12624.0,641.13,38,105
230,12625.0,2614.32,91,211
231,12626.0,6388.35,307,22
232,12627.0,4478.53,230,10
233,12628.0,769.61,43,3
234,12630.0,1270.88,64,9
235,12631.0,640.5,31,56
236,12633.0,2140.63,103,58
237,12635.0,1689.18,101,89
238,12637.0,5953.25,394,66
239,12638.0,671.69,39,32
240,12639.0,486.1,22,238
241,12640.0,1174.58,53,23
242,12641.0,185.9,10,114
243,12642.0,1013.26,47,24
244,12643.0,3344.64,24,127
245,12644.0,477.91,31,129
246,12645.0,1755.38,74,33
247,12646.0,1346.97,45,4
248,12647.0,3669.92,128,21
249,12648.0,318.05,21,154
250,12649.0,603.71,33,106
251,12650.0,314.44,20,2
252,12651.0,114.0,9,334
253,12652.0,914.53,51,321
254,12653.0,2209.85,43,148
255,12654.0,601.98,38,10
256,12656.0,3982.72,130,16
257,12657.0,1152.06,56,10
258,12658.0,686.05,36,18
259,12659.0,91.68,5,29
260,12660.0,245.1,13,10
261,12662.0,3817.08,232,0
262,12664.0,4863.88,38,7
263,12665.0,61.75,4,324
264,12666.0,-227.44,2,358
265,12667.0,620.13,33,57
266,12668.0,3743.18,168,6
267,12669.0,1607.73,102,150
268,12670.0,2986.15,94,9
269,12672.0,225.89999999999998,10,329
270,12673.0,610.52,42,4
271,12674.0,1919.31,91,11
272,12676.0,1331.39,45,24
273,12678.0,17588.26,167,41
274,12679.0,1058.67,56,51
275,12680.0,862.81,52,0
276,12681.0,13677.59,646,14
277,12682.0,12288.22,525,3
278,12683.0,8221.09,362,3
279,12684.0,2283.63,105,7
280,12685.0,2863.08,157,27
281,12686.0,89.14,7,371
282,12688.0,4873.8099999999995,171,113
283,12689.0,1247.61,72,25
284,12690.0,389.01,16,205
285,12691.0,1035.8,32,27
286,12693.0,830.96,41,120
287,12694.0,869.67,37,69
288,12695.0,582.1,27,6
289,12697.0,939.02,43,20
290,12700.0,4867.99,270,7
291,12701.0,797.71,53,79
292,12702.0,219.0,12,19
293,12703.0,274.7,22,63
294,12704.0,2220.84,90,6
295,12705.0,6814.24,348,14
296,12707.0,603.42,33,291
297,12708.0,2616.32,174,29
298,12709.0,9294.1,257,2
299,12710.0,1130.57,79,96
300,12712.0,4241.63,142,22
301,12713.0,848.55,38,0
302,12714.0,4708.86,259,8
303,12715.0,353.86,21,105
304,12716.0,1053.49,69,3
305,12717.0,980.98,56,150
306,12718.0,238.25,19,70
307,12719.0,608.1,42,4
308,12720.0,5713.28,359,2
309,12721.0,2628.98,164,31
310,12722.0,904.33,57,84
311,12723.0,725.07,69,3
312,12724.0,1031.41,53,4
313,12725.0,427.8,24,370
314,12726.0,2609.1,124,27
315,12727.0,3947.7,141,10
316,12728.0,836.33,46,70
317,12729.0,453.01,26,113
318,12731.0,18793.41,277,23
319,12732.0,236.26000000000002,12,179
320,12733.0,383.95,22,233
321,12734.0,110.39999999999999,4,352
322,12735.0,779.5699999999999,43,314
323,12736.0,234.0,4,332
324,12738.0,155.35,11,371
325,12739.0,1013.04,38,77
326,12740.0,427.6,27,63
327,12743.0,546.43,134,133
328,12744.0,9120.39,229,51
329,12747.0,4196.01,103,1
330,12748.0,29072.1,4642,0
331,12749.0,3868.2,231,3
332,12750.0,275.88,15,128
333,12752.0,4366.78,53,80
334,12753.0,21024.01,230,3
335,12754.0,2949.12,65,235
336,12755.0,2203.2,6,249
337,12756.0,112.07999999999998,4,86
338,12757.0,4227.7,377,15
339,12758.0,2791.59,97,116
340,12759.0,1531.44,95,51
341,12762.0,1898.52,69,7
342,12763.0,494.08,18,137
343,12764.0,1693.88,45,316
344,12766.0,6989.63,310,3
345,12769.0,1143.6,32,238
346,12770.0,1351.45,12,210
347,12772.0,892.47,55,59
348,12775.0,1351.24,67,16
349,12778.0,804.23,51,19
350,12779.0,3868.7,159,20
351,12781.0,707.72,30,20
352,12782.0,2273.32,107,4
353,12783.0,1603.87,86,1
354,12784.0,574.42,59,8
355,12785.0,305.71,15,2
356,12787.0,463.66,20,9
357,12789.0,91.85,4,64
358,12790.0,324.92,21,191
359,12791.0,192.60000000000002,2,373
360,12792.0,400.53999999999996,25,256
361,12793.0,545.48,24,334
362,12794.0,860.41,45,52
363,12795.0,430.48,14,18
364,12797.0,194.18,17,359
365,12798.0,6977.04,8,9
366,12802.0,412.58,26,183
367,12808.0,483.65000000000003,28,36
368,12809.0,484.36,26,167
369,12811.0,514.85,31,260
370,12812.0,229.64000000000001,15,44
371,12814.0,125.92,2,101
372,12815.0,1063.46,47,147
373,12816.0,572.2,29,95
374,12817.0,166.04,4,280
375,12818.0,1517.88,16,177
376,12820.0,942.34,59,2
377,12821.0,92.72,6,213
378,12822.0,918.98,47,70
379,12823.0,1759.5,5,74
380,12824.0,397.12,25,59
381,12826.0,1468.1200000000001,94,2
382,12827.0,430.15000000000003,25,5
383,12828.0,1018.71,56,2
384,12829.0,253.05,12,321
385,12830.0,6748.4,39,37
386,12831.0,215.05,9,261
387,12832.0,383.03,27,31
388,12833.0,417.38,24,144
389,12834.0,312.38,18,282
390,12836.0,2612.86,175,58
391,12837.0,134.1,12,172
392,12838.0,683.13,123,33
393,12839.0,5583.62,316,2
394,12840.0,2714.27,116,143
395,12841.0,3876.4,439,4
396,12842.0,1118.99,34,69
397,12843.0,1680.76,108,65
398,12844.0,325.96000000000004,52,28
399,12845.0,354.09,27,266
400,12847.0,871.54,91,21
401,12849.0,1050.8899999999999,51,30
402,12851.0,135.18,50,96
403,12852.0,299.75,20,289
404,12853.0,1881.7,84,107
405,12854.0,1289.15,115,78
406,12855.0,38.1,3,372
407,12856.0,2162.68,317,7
408,12857.0,1106.4,46,210
409,12863.0,504.2,6,51
410,12864.0,147.12,3,137
411,12865.0,1548.07,96,25
412,12866.0,559.12,26,282
413,12867.0,3986.22,551,25
414,12868.0,1607.0600000000002,107,185
415,12870.0,-14.899999999999999,2,365
416,12871.0,380.64,11,83
417,12872.0,599.97,66,326
418,12873.0,374.0,4,281
419,12875.0,343.2300000000001,2,142
420,12876.0,2218.02,85,57
421,12877.0,1535.77,154,3
422,12878.0,841.64,49,17
423,12879.0,552.5699999999999,12,44
424,12881.0,298.0,7,275
425,12882.0,1463.04,13,8
426,12883.0,703.47,42,24
427,12884.0,309.05,7,87
428,12885.0,1158.27,72,62
429,12886.0,1351.09,86,67
430,12888.0,313.77,7,213
431,12890.0,380.46999999999997,82,23
432,12891.0,331.0,3,185
433,12893.0,188.14,34,30
434,12895.0,347.3,24,41
435,12897.0,216.5,4,204
436,12901.0,16293.1,125,8
437,12902.0,138.68,10,264
438,12904.0,509.58,72,17
439,12906.0,2919.81,63,11
440,12908.0,246.0,4,58
441,12909.0,2128.83,96,39
442,12910.0,3075.04,75,22
443,12912.0,1662.3,24,2
444,12913.0,2483.63,50,4
445,12915.0,363.65,22,148
446,12916.0,2982.35,109,138
447,12917.0,594.0,2,127
448,12919.0,1301.44,52,7
449,12920.0,164.23,28,16
450,12921.0,16389.74,741,3
451,12922.0,405.38,28,160
452,12923.0,176.97,29,63
453,12924.0,929.95,31,87
454,12925.0,694.05,45,4
455,12928.0,2062.7000000000003,84,34
456,12929.0,105.1,9,121
457,12930.0,409.9,27,77
458,12931.0,33462.81,102,21
459,12933.0,606.28,107,23
460,12935.0,2156.45,130,1
461,12936.0,1012.9,63,16
462,12937.0,1504.27,120,14
463,12938.0,114.14,9,25
464,12939.0,11581.8,47,63
465,12940.0,876.29,103,45
466,12942.0,683.9,75,130
467,12943.0,-3.75,1,300
468,12944.0,604.51,30,35
469,12945.0,462.95,23,287
470,12947.0,1407.29,103,143
471,12948.0,2053.7,118,15
472,12949.0,4143.02,219,30
473,12950.0,1843.0,23,1
474,12951.0,1042.07,65,8
475,12952.0,1382.8400000000001,80,5
476,12953.0,329.85,17,9
477,12955.0,4734.26,183,0
478,12956.0,108.07,19,305
479,12957.0,3979.04,244,3
480,12962.0,266.39,16,6
481,12963.0,1841.03,96,7
482,12965.0,771.91,109,88
483,12966.0,160.18,10,9
484,12967.0,1194.75,33,2
485,12968.0,135.95,5,111
486,12970.0,452.24,151,6
487,12971.0,10930.26,308,3
488,12974.0,144.8,8,197
489,12976.0,738.6,22,211
490,12977.0,39.239999999999995,9,155
491,12980.0,7092.06,24,155
492,12981.0,372.21999999999997,20,29
493,12982.0,377.2,34,239
494,12984.0,97.5,4,18
495,12985.0,1215.6200000000001,78,0
496,12987.0,545.0,30,73
497,12988.0,535.32,92,291
498,12989.0,6854.51,68,2
499,12990.0,409.5,13,30
500,12991.0,503.76,31,22
501,12993.0,414.76,27,22
502,12994.0,902.22,73,3
503,12995.0,200.72,5,77
504,12997.0,1197.94,67,21
505,12999.0,455.88,28,195
506,13000.0,534.85,31,106
507,13001.0,9797.92,342,3
508,13002.0,120.94999999999999,7,317
509,13003.0,149.05,6,105
510,13004.0,5613.43,409,11
511,13005.0,468.95,29,173
512,13006.0,81.57,4,55
513,13008.0,178.46999999999997,15,322
514,13011.0,50.550000000000004,3,371
515,13012.0,1311.6200000000001,107,8
516,13013.0,4786.99,222,0
517,13014.0,3365.43,124,2
518,13015.0,3346.28,176,52
519,13016.0,789.89,47,72
520,13017.0,204.0,1,6
521,13018.0,7272.75,459,15
522,13021.0,2584.4,134,3
523,13023.0,689.9,40,63
524,13026.0,936.15,43,0
525,13027.0,6912.0,26,113
526,13028.0,659.68,47,22
527,13029.0,1247.5,10,30
528,13030.0,799.48,99,10
529,13032.0,996.52,75,38
530,13033.0,190.55,11,356
531,13034.0,642.77,37,54
532,13035.0,886.63,30,57
533,13037.0,881.07,48,137
534,13038.0,908.46,28,79
535,13040.0,676.99,43,8
536,13043.0,471.57,14,253
537,13044.0,560.47,33,290
538,13045.0,305.28000000000003,18,98
539,13046.0,629.31,35,30
540,13047.0,3079.1,196,31
541,13048.0,1805.91,137,13
542,13049.0,656.6800000000001,14,63
543,13050.0,5684.61,422,8
544,13052.0,348.15000000000003,18,211
545,13055.0,1201.96,78,63
546,13058.0,271.40000000000003,8,24
547,13059.0,183.4,8,249
548,13060.0,307.53,15,253
549,13061.0,248.61,10,71
550,13062.0,346.98,11,190
551,13064.0,1119.49,69,12
552,13065.0,205.86,14,372
553,13066.0,430.9,49,23
554,13067.0,115.46000000000001,15,81
555,13068.0,344.0,2,9
556,13069.0,3717.82,470,0
557,13070.0,228.8,9,191
558,13072.0,177.15,7,266
559,13075.0,919.61,22,129
560,13077.0,729.27,112,0
561,13078.0,12432.28,380,0
562,13079.0,220.10000000000002,6,3
563,13080.0,58.08,6,178
564,13081.0,27964.48,1061,0
565,13082.0,3595.48,75,125
566,13083.0,303.75,18,3
567,13085.0,272.38,29,157
568,13089.0,57385.88,1857,2
569,13090.0,8689.39,161,8
570,13091.0,319.82,24,20
571,13092.0,459.83,26,70
572,13093.0,7741.47,170,266
573,13094.0,1708.8600000000001,30,20
574,13095.0,74.39999999999999,6,70
575,13097.0,5893.32,437,32
576,13098.0,28658.88,605,0
577,13099.0,207.35999999999999,1,98
578,13101.0,101.19,8,233
579,13102.0,6336.29,310,0
580,13103.0,243.94,8,39
581,13104.0,1098.48,20,2
582,13106.0,59.5,2,128
583,13107.0,1524.07,60,43
584,13108.0,350.06,10,372
585,13109.0,766.84,50,2
586,13110.0,1452.8700000000001,146,30
587,13113.0,10510.0,280,0
588,13115.0,2205.63,132,8
589,13116.0,485.19,31,116
590,13117.0,984.91,76,21
591,13118.0,1125.0,82,19
592,13120.0,30.599999999999998,1,238
593,13121.0,254.73,53,268
594,13122.0,922.39,55,93
595,13124.0,3866.33,235,89
596,13126.0,2056.29,142,4
597,13127.0,259.17,15,77
598,13130.0,64.0,2,93
599,13131.0,1039.3,46,22
600,13132.0,77.3,3,261
601,13133.0,109.8,7,273
602,13134.0,1740.63,105,72
603,13135.0,3096.0,1,196
604,13136.0,2545.38,139,49
605,13137.0,3605.08,705,10
606,13138.0,962.39,63,21
607,13139.0,5055.79,174,15
608,13140.0,423.72,46,107
609,13141.0,2385.8,136,84
610,13142.0,307.09,23,18
611,13144.0,110.95,3,332
612,13145.0,614.77,7,39
613,13146.0,228.91,17,25
614,13147.0,712.8000000000001,4,9
615,13148.0,3348.48,347,28
616,13149.0,1676.06,86,13
617,13151.0,1250.3700000000001,75,202
618,13153.0,486.22,15,5
619,13154.0,-611.86,1,143
620,13155.0,971.76,85,32
621,13157.0,1721.57,89,48
622,13158.0,1201.06,79,94
623,13159.0,1379.75,122,8
624,13160.0,91.8,4,21
625,13161.0,112.75,8,312
626,13162.0,1644.99,82,121
627,13165.0,1021.48,42,45
628,13166.0,414.7,42,281
629,13167.0,791.33,65,18
630,13168.0,1310.14,133,35
631,13169.0,712.88,13,63
632,13170.0,116.00999999999999,32,26
633,13171.0,426.81,48,7
634,13173.0,353.65,43,3
635,13174.0,2817.03,314,15
636,13176.0,492.84,72,45
637,13177.0,282.45,17,64
638,13178.0,5725.47,265,25
639,13182.0,121.18,11,44
640,13183.0,3957.78,94,7
641,13184.0,1648.79,183,14
642,13185.0,71.4,1,267
643,13186.0,1539.69,84,39
644,13187.0,236.02,37,336
645,13188.0,114.60000000000001,2,10
646,13189.0,260.68,29,18
647,13192.0,911.94,63,94
648,13193.0,117.88,29,60
649,13194.0,60.7,3,135
650,13196.0,1797.78,110,10
651,13198.0,3384.09,229,9
652,13199.0,9803.96,120,3
653,13200.0,870.09,46,18
654,13203.0,869.46,57,9
655,13207.0,250.26000000000002,8,14
656,13208.0,1205.9,150,58
657,13209.0,5820.16,329,29
658,13210.0,353.48,22,93
659,13211.0,1197.42,56,9
660,13212.0,780.58,143,8
661,13213.0,1518.43,92,56
662,13216.0,333.74,5,267
663,13217.0,133.62,7,121
664,13218.0,62.63999999999999,5,126
665,13220.0,819.2900000000001,21,77
666,13221.0,847.41,66,239
667,13223.0,163.20000000000002,5,199
668,13224.0,2150.85,109,59
669,13225.0,6083.04,34,2
670,13226.0,108.21000000000001,16,272
671,13227.0,257.7,9,201
672,13228.0,358.0,2,80
673,13229.0,160.95,10,225
674,13230.0,2763.41,612,3
675,13232.0,1357.6,207,12
676,13233.0,605.12,43,73
677,13235.0,101.17000000000007,59,211
678,13236.0,727.27,39,24
679,13238.0,680.83,32,10
680,13239.0,329.56,22,261
681,13240.0,663.65,67,95
682,13242.0,270.40000000000003,13,111
683,13243.0,600.07,58,202
684,13244.0,121.74000000000001,27,92
685,13245.0,430.5,16,50
686,13246.0,1922.1,143,17
687,13247.0,501.12,25,17
688,13248.0,465.68,26,124
689,13249.0,711.41,23,91
690,13253.0,1030.4,36,156
691,13255.0,390.66,14,3
692,13256.0,0.0,1,13
693,13258.0,698.58,38,11
694,13259.0,292.32,87,61
695,13260.0,557.62,8,60
696,13261.0,944.1,9,268
697,13262.0,200.29,11,262
698,13263.0,7454.07,1677,0
699,13265.0,2107.66,91,52
700,13266.0,3717.67,202,10
701,13267.0,4404.44,224,2
702,13268.0,3167.64,447,17
703,13269.0,5315.92,320,0
704,13270.0,590.0,1,365
705,13271.0,178.26,101,36
706,13272.0,276.56,15,30
707,13273.0,138.98,16,112
708,13276.0,590.9300000000001,30,63
709,13277.0,258.4,8,15
710,13278.0,542.73,46,40
711,13279.0,126.30000000000001,11,63
712,13280.0,814.86,85,121
713,13282.0,1047.8400000000001,40,17
714,13283.0,93.66,7,59
715,13284.0,196.15,14,322
716,13285.0,2709.12,187,22
717,13291.0,361.11,42,155
718,13292.0,578.9399999999999,31,38
719,13294.0,873.74,54,189
720,13295.0,197.95000000000002,11,359
721,13296.0,87.4,5,136
722,13297.0,2089.85,59,7
723,13298.0,360.0,2,0
724,13299.0,142.5,5,267
725,13300.0,365.29,22,164
726,13301.0,618.09,81,103
727,13302.0,63.75,1,154
728,13304.0,300.42,21,350
729,13305.0,2000.86,81,3
730,13307.0,15.0,1,119
731,13308.0,1367.6100000000001,57,22
732,13309.0,1456.79,107,6
733,13310.0,1083.63,77,8
734,13311.0,598.57,26,3
735,13313.0,1555.32,78,21
736,13314.0,578.66,75,1
737,13316.0,5815.49,88,36
738,13317.0,2140.07,135,63
739,13318.0,640.76,20,0
740,13319.0,10664.34,500,4
741,13320.0,1491.7,110,69
742,13321.0,567.36,11,71
743,13322.0,199.48000000000002,25,16
744,13323.0,787.85,21,2
745,13324.0,7072.8,77,31
746,13325.0,675.3,12,81
747,13327.0,3617.57,109,38
748,13328.0,1308.48,17,315
749,13329.0,740.4,19,31
750,13330.0,1140.93,53,92
751,13332.0,350.9,21,13
752,13334.0,3536.82,268,81
753,13336.0,795.12,51,76
754,13338.0,431.82,24,153
755,13339.0,860.12,54,200
756,13340.0,10736.48,134,44
757,13341.0,775.85,42,260
758,13343.0,303.93,22,172
759,13344.0,2543.72,119,67
760,13345.0,377.6,22,276
761,13347.0,341.36,8,69
762,13348.0,233.76,14,63
763,13349.0,247.32,16,10
764,13350.0,910.72,43,15
765,13351.0,373.94,16,65
766,13352.0,389.28,27,7
767,13354.0,743.53,51,70
768,13355.0,674.7,32,121
769,13356.0,768.24,42,79
770,13357.0,609.95,90,256
771,13358.0,439.03,29,268
772,13359.0,431.26,24,58
773,13362.0,3085.4900000000002,169,2
774,13363.0,992.5,60,17
775,13364.0,0.0,20,66
776,13365.0,2191.22,132,8
777,13366.0,56.160000000000004,1,49
778,13368.0,623.4,29,256
779,13369.0,263.75,19,353
780,13370.0,721.32,44,365
781,13372.0,378.64,23,89
782,13373.0,3312.25,158,60
783,13375.0,772.9,38,80
784,13376.0,1019.76,53,98
785,13379.0,572.56,97,25
786,13381.0,3626.81,173,20
787,13382.0,222.99,15,280
788,13384.0,4122.28,155,30
789,13385.0,534.57,35,329
790,13388.0,627.15,36,120
791,13389.0,797.96,51,10
792,13390.0,544.08,13,74
793,13391.0,59.8,1,203
794,13394.0,2312.8,164,1
795,13395.0,307.72,21,184
796,13396.0,1325.29,47,21
797,13397.0,1539.18,39,72
798,13398.0,457.34,26,191
799,13402.0,621.23,39,126
800,13403.0,75.0,3,17
801,13404.0,252.49,11,0
802,13405.0,572.451,27,73
803,13408.0,27487.41,501,1
804,13410.0,988.91,30,8
805,13411.0,213.55,18,106
806,13414.0,1390.5,24,133
807,13416.0,712.5,19,43
808,13417.0,640.83,28,4
809,13418.0,5845.44,314,11
810,13419.0,221.06,16,63
811,13420.0,140.35,10,134
812,13421.0,1848.98,105,39
813,13422.0,2601.55,128,50
814,13425.0,1624.21,78,107
815,13426.0,3550.7000000000003,159,0
816,13427.0,582.6,29,18
817,13428.0,218.47,74,9
818,13429.0,1006.8,67,10
819,13430.0,648.6899999999999,54,18
820,13431.0,1269.1,46,66
821,13434.0,534.24,10,73
822,13435.0,3794.4900000000002,103,4
823,13436.0,196.89,12,1
824,13437.0,3408.06,167,13
825,13439.0,283.71,54,254
826,13441.0,296.64,13,91
827,13447.0,1104.23,62,22
828,13448.0,3465.67,199,16
829,13449.0,291.88,19,23
830,13450.0,2043.7199999999998,71,26
831,13451.0,2916.45,444,25
832,13452.0,590.0,2,258
833,13453.0,356.97999999999996,17,165
834,13455.0,1007.35,53,24
835,13456.0,1737.8200000000002,65,17
836,13458.0,9537.92,394,6
837,13460.0,183.44,17,28
838,13461.0,1445.0,27,38
839,13462.0,143.25,10,182
840,13464.0,674.68,41,57
841,13466.0,297.95,18,99
842,13467.0,1083.71,99,10
843,13468.0,5656.75,306,1
844,13470.0,165.0,10,98
845,13471.0,2531.58,260,0
846,13473.0,417.54,22,60
847,13474.0,229.59,64,235
848,13475.0,1431.78,86,190
849,13476.0,1092.77,61,178
850,13477.0,1441.53,81,37
851,13479.0,291.0,16,197
852,13481.0,1776.81,112,45
853,13482.0,184.64,11,231
854,13483.0,140.34,10,65
855,13484.0,313.8,8,240
856,13485.0,454.24,23,232
857,13486.0,1122.41,69,77
858,13487.0,575.4,34,57
859,13488.0,8910.61,427,16
860,13489.0,449.52,14,104
861,13491.0,1215.82,86,51
862,13492.0,1269.84,50,135
863,13493.0,618.63,8,274
864,13494.0,316.26000000000005,18,311
865,13495.0,1990.1200000000001,52,7
866,13496.0,617.93,36,10
867,13497.0,321.05,20,282
868,13499.0,1146.96,45,17
869,13500.0,1136.77,67,22
870,13501.0,1310.47,53,242
871,13502.0,292.0,18,16
872,13503.0,216.85,17,70
873,13504.0,295.93,22,63
874,13505.0,4282.88,227,67
875,13506.0,452.82,29,311
876,13507.0,2479.16,162,2
