769.61,43,3
1270.88,64,9
640.5,31,56
2140.63,103,58
1689.18,101,89
5953.25,394,66
671.69,39,32
486.1,22,238
1174.58,53,23
185.9,10,114
1013.26,47,24
3344.64,24,127
477.91,31,129
1755.38,74,33
1346.97,45,4
3669.92,128,21
318.05,21,154
603.71,33,106
314.44,20,2
114,9,334
914.53,51,321
2209.85,43,148
601.98,38,10
3982.72,130,16
1152.06,56,10
686.05,36,18
91.68,5,29
245.1,13,10
3817.08,232,0
4863.88,38,7
61.75,4,324
-227.44,2,358
620.13,33,57
3743.18,168,6
1607.73,102,150
2986.15,94,9
225.9,10,329
610.52,42,4
1919.31,91,11
1331.39,45,24
17588.26,167,41
1058.67,56,51
862.81,52,0
13677.59,646,14
12288.22,525,3
8221.09,362,3
2283.63,105,7
2863.08,157,27
89.14,7,371
4873.81,171,113
1247.61,72,25
389.01,16,205
1035.8,32,27
830.96,41,120
869.67,37,69
582.1,27,6
939.02,43,20
4867.99,270,7
797.71,53,79
219,12,19
274.7,22,63
2220.84,90,6
6814.24,348,14
603.42,33,291
2616.32,174,29
9294.1,257,2
1130.57,79,96
4241.63,142,22
848.55,38,0
4708.86,259,8
353.86,21,105
1053.49,69,3
980.98,56,150
238.25,19,70
608.1,42,4
5713.28,359,2
2628.98,164,31
904.33,57,84
725.07,69,3
1031.41,53,4
427.8,24,370
2609.1,124,27
3947.7,141,10
836.33,46,70
453.01,26,113
18793.41,277,23
236.26,12,179
383.95,22,233
110.4,4,352
779.57,43,314
234,4,332
155.35,11,371
1013.04,38,77
427.6,27,63
546.43,134,133
9120.39,229,51
4196.01,103,1
29072.1,4642,0
3868.2,231,3
275.88,15,128
4366.78,53,80
21024.01,230,3
2949.12,65,235
2203.2,6,249
112.08,4,86
4227.7,377,15
2791.59,97,116
1531.44,95,51
1898.52,69,7
494.08,18,137
1693.88,45,316
6989.63,310,3
1143.6,32,238
1351.45,12,210
892.47,55,59
1351.24,67,16
804.23,51,19
3868.7,159,20
707.72,30,20
2273.32,107,4
1603.87,86,1
574.42,59,8
305.71,15,2
463.66,20,9
91.85,4,64
324.92,21,191
192.6,2,373
400.54,25,256
545.48,24,334
860.41,45,52
430.48,14,18
194.18,17,359
6977.04,8,9
412.58,26,183
483.65,28,36
484.36,26,167
514.85,31,260
229.64,15,44
125.92,2,101
1063.46,47,147
572.2,29,95
166.04,4,280
1517.88,16,177
942.34,59,2
92.72,6,213
918.98,47,70
1759.5,5,74
397.12,25,59
1468.12,94,2
430.15,25,5
1018.71,56,2
253.05,12,321
6748.4,39,37
215.05,9,261
383.03,27,31
417.38,24,144
312.38,18,282
2612.86,175,58
134.1,12,172
683.13,123,33
5583.62,316,2
2714.27,116,143
3876.4,439,4
1118.99,34,69
1680.76,108,65
325.96,52,28
354.09,27,266
871.54,91,21
1050.89,51,30
135.18,50,96
299.75,20,289
1881.7,84,107
1289.15,115,78
38.1,3,372
2162.68,317,7
1106.4,46,210
504.2,6,51
147.12,3,137
1548.07,96,25
559.12,26,282
3986.22,551,25
1607.06,107,185
-14.9,2,365
380.64,11,83
599.97,66,326
374,4,281
343.23,2,142
2218.02,85,57
1535.77,154,3
841.64,49,17
552.57,12,44
298,7,275
1463.04,13,8
703.47,42,24
309.05,7,87
1158.27,72,62
1351.09,86,67
313.77,7,213
380.47,82,23
331,3,185
188.14,34,30
347.3,24,41
216.5,4,204
16293.1,125,8
138.68,10,264
509.58,72,17
2919.81,63,11
246,4,58
2128.83,96,39
3075.04,75,22
1662.3,24,2
2483.63,50,4
363.65,22,148
2982.35,109,138
594,2,127
1301.44,52,7
164.23,28,16
16389.74,741,3
405.38,28,160
176.97,29,63
929.95,31,87
694.05,45,4
2062.7,84,34
105.1,9,121
409.9,27,77
33462.81,102,21
606.28,107,23
2156.45,130,1
1012.9,63,16
1504.27,120,14
114.14,9,25
11581.8,47,63
876.29,103,45
683.9,75,130
-3.75,1,300
604.51,30,35
462.95,23,287
1407.29,103,143
2053.7,118,15
4143.02,219,30
1843,23,1
1042.07,65,8
1382.84,80,5
329.85,17,9
4734.26,183,0
108.07,19,305
3979.04,244,3
266.39,16,6
1841.03,96,7
771.91,109,88
160.18,10,9
1194.75,33,2
135.95,5,111
452.24,151,6
10930.26,308,3
144.8,8,197
738.6,22,211
39.24,9,155
7092.06,24,155
372.22,20,29
377.2,34,239
97.5,4,18
1215.62,78,0
545,30,73
535.32,92,291
6854.51,68,2
409.5,13,30
503.76,31,22
414.76,27,22
902.22,73,3
200.72,5,77
1197.94,67,21
455.88,28,195
534.85,31,106
9797.92,342,3
120.95,7,317
149.05,6,105
5613.43,409,11
468.95,29,173
81.57,4,55
178.47,15,322
50.55,3,371
1311.62,107,8
4786.99,222,0
3365.43,124,2
3346.28,176,52
789.89,47,72
204,1,6
7272.75,459,15
2584.4,134,3
689.9,40,63
936.15,43,0
6912,26,113
659.68,47,22
1247.5,10,30
799.48,99,10
996.52,75,38
190.55,11,356
642.77,37,54
886.63,30,57
881.07,48,137
908.46,28,79
676.99,43,8
471.57,14,253
560.47,33,290
305.28,18,98
629.31,35,30
3079.1,196,31
1805.91,137,13
656.68,14,63
5684.61,422,8
348.15,18,211
1201.96,78,63
271.4,8,24
183.4,8,249
307.53,15,253
248.61,10,71
346.98,11,190
1119.49,69,12
205.86,14,372
430.9,49,23
115.46,15,81
344,2,9
3717.82,470,0
228.8,9,191
177.15,7,266
919.61,22,129
729.27,112,0
12432.28,380,0
220.1,6,3
58.08,6,178
27964.48,1061,0
3595.48,75,125
303.75,18,3
272.38,29,157
57385.88,1857,2
8689.39,161,8
319.82,24,20
459.83,26,70
7741.47,170,266
1708.86,30,20
74.4,6,70
5893.32,437,32
28658.88,605,0
207.36,1,98
101.19,8,233
6336.29,310,0
243.94,8,39
1098.48,20,2
59.5,2,128
1524.07,60,43
350.06,10,372
766.84,50,2
1452.87,146,30
10510,280,0
2205.63,132,8
485.19,31,116
984.91,76,21
1125,82,19
30.6,1,238
254.73,53,268
922.39,55,93
3866.33,235,89
2056.29,142,4
259.17,15,77
64,2,93
1039.3,46,22
77.3,3,261
109.8,7,273
1740.63,105,72
3096,1,196
2545.38,139,49
3605.08,705,10
962.39,63,21
5055.79,174,15
423.72,46,107
2385.8,136,84
307.09,23,18
110.95,3,332
614.77,7,39
228.91,17,25
712.8,4,9
3348.48,347,28
1676.06,86,13
1250.37,75,202
486.22,15,5
-611.86,1,143
971.76,85,32
1721.57,89,48
1201.06,79,94
1379.75,122,8
91.8,4,21
112.75,8,312
1644.99,82,121
1021.48,42,45
414.7,42,281
791.33,65,18
1310.14,133,35
712.88,13,63
116.01,32,26
426.81,48,7
353.65,43,3
2817.03,314,15
492.84,72,45
282.45,17,64
5725.47,265,25
121.18,11,44
3957.78,94,7
1648.79,183,14
71.4,1,267
1539.69,84,39
236.02,37,336
114.6,2,10
260.68,29,18
911.94,63,94
117.88,29,60
60.7,3,135
1797.78,110,10
3384.09,229,9
9803.96,120,3
870.09,46,18
869.46,57,9
250.26,8,14
1205.9,150,58
5820.16,329,29
353.48,22,93
1197.42,56,9
780.58,143,8
1518.43,92,56
333.74,5,267
133.62,7,121
62.64,5,126
819.29,21,77
847.41,66,239
163.2,5,199
2150.85,109,59
6083.04,34,2
108.21,16,272
257.7,9,201
358,2,80
160.95,10,225
2763.41,612,3
1357.6,207,12
605.12,43,73
101.17,59,211
727.27,39,24
680.83,32,10
329.56,22,261
663.65,67,95
270.4,13,111
600.07,58,202
121.74,27,92
430.5,16,50
1922.1,143,17
501.12,25,17
465.68,26,124
711.41,23,91
1030.4,36,156
390.66,14,3
0,1,13
698.58,38,11
292.32,87,61
557.62,8,60
944.1,9,268
200.29,11,262
7454.07,1677,0
2107.66,91,52
3717.67,202,10
4404.44,224,2
3167.64,447,17
5315.92,320,0
590,1,365
178.26,101,36
276.56,15,30
138.98,16,112
590.93,30,63
258.4,8,15
542.73,46,40
126.3,11,63
814.86,85,121
1047.84,40,17
93.66,7,59
196.15,14,322
2709.12,187,22
361.11,42,155
578.94,31,38
873.74,54,189
197.95,11,359
87.4,5,136
2089.85,59,7
360,2,0
142.5,5,267
365.29,22,164
618.09,81,103
63.75,1,154
300.42,21,350
2000.86,81,3
15,1,119
1367.61,57,22
1456.79,107,6
1083.63,77,8
598.57,26,3
1555.32,78,21
578.66,75,1
5815.49,88,36
2140.07,135,63
640.76,20,0
10664.34,500,4
1491.7,110,69
567.36,11,71
199.48,25,16
787.85,21,2
7072.8,77,31
675.3,12,81
3617.57,109,38
1308.48,17,315
740.4,19,31
1140.93,53,92
350.9,21,13
3536.82,268,81
795.12,51,76
431.82,24,153
860.12,54,200
10736.48,134,44
775.85,42,260
303.93,22,172
2543.72,119,67
377.6,22,276
341.36,8,69
233.76,14,63
247.32,16,10
910.72,43,15
373.94,16,65
389.28,27,7
743.53,51,70
674.7,32,121
768.24,42,79
609.95,90,256
439.03,29,268
431.26,24,58
3085.49,169,2
992.5,60,17
0,20,66
2191.22,132,8
56.16,1,49
623.4,29,256
263.75,19,353
721.32,44,365
378.64,23,89
3312.25,158,60
772.9,38,80
1019.76,53,98
572.56,97,25
3626.81,173,20
222.99,15,280
4122.28,155,30
534.57,35,329
627.15,36,120
797.96,51,10
544.08,13,74
59.8,1,203
2312.8,164,1
307.72,21,184
1325.29,47,21
1539.18,39,72
457.34,26,191
621.23,39,126
75,3,17
252.49,11,0
572.451,27,73
27487.41,501,1
988.91,30,8
213.55,18,106
1390.5,24,133
712.5,19,43
640.83,28,4
5845.44,314,11
221.06,16,63
140.35,10,134
1848.98,105,39
2601.55,128,50
1624.21,78,107
3550.7,159,0
582.6,29,18
218.47,74,9
1006.8,67,10
648.69,54,18
1269.1,46,66
534.24,10,73
3794.49,103,4
196.89,12,1
3408.06,167,13
283.71,54,254
296.64,13,91
1104.23,62,22
3465.67,199,16
291.88,19,23
2043.72,71,26
2916.45,444,25
590,2,258
356.98,17,165
1007.35,53,24
1737.82,65,17
9537.92,394,6
183.44,17,28
1445,27,38
143.25,10,182
674.68,41,57
297.95,18,99
1083.71,99,10
5656.75,306,1
165,10,98
2531.58,260,0
417.54,22,60
229.59,64,235
1431.78,86,190
1092.77,61,178
1441.53,81,37
291,16,197
1776.81,112,45
184.64,11,231
140.34,10,65
313.8,8,240
454.24,23,232
1122.41,69,77
575.4,34,57
8910.61,427,16
449.52,14,104
1215.82,86,51
1269.84,50,135
618.63,8,274
316.26,18,311
1990.12,52,7
617.93,36,10
321.05,20,282
1146.96,45,17
1136.77,67,22
1310.47,53,242
292,18,16
216.85,17,70
295.93,22,63
4282.88,227,67
452.82,29,311
2479.16,162,2
110.97,12,243
979.72,44,8
1785.16,117,0
251.21,15,260
205.1,10,126
152.2,4,73
891.12,59,72
1389.41,44,20
2109.07,143,59
659.44,38,85
110.8,9,49
3487.75,95,58
1093.65,436,0
125.8,5,29
3755.38,177,32
680.18,27,40
628.78,6,14
2263.76,224,33
307.76,15,78
483.8,22,204
210.31,66,33
270.79,76,182
5613.08,342,1
3448.29,179,0
1280.85,25,42
605.84,38,85
291.41,87,39
626.99,98,11
682.41,124,95
916.12,52,25
91.8,4,318
3539.53,121,65
4149.28,136,73
584.06,34,27
605.06,175,5
174.37,33,6
141.86,14,215
1799.33,82,81
777.53,49,83
647.74,85,143
240.22,38,18
874.71,176,40
192.85,44,172
373.75,85,16
239.49,27,242
2092.32,341,12
1384.25,33,205
294.4,26,49
732.07,46,22
6703.3,130,9
1658.3,85,24
467.04,23,14
118,10,308
781.03,53,155
142.4,24,306
347,11,31
2445.12,180,15
379.65,21,14
1976.12,89,10
1117.13,58,64
247.96,16,35
1990.28,129,107
396.97,26,52
697.04,166,5
167.42,41,46
5030.6,264,0
219.52,19,311
693.32,99,44
428.89,23,64
164.34,27,25
280.54,43,28
678.01,98,39
1115.43,228,11
1158.2,76,88
1610.46,201,23
399.99,24,312
544.18,44,39
177.34,13,173
213.85,19,116
672.44,86,30
257.23,19,252
1624.02,94,58
7792.36,59,22
1995.68,80,4
3021.77,12,99
2117.02,147,24
1575.16,188,32
1071.03,62,67
941.62,64,36
810.5,101,51
122.64,8,15
1033.34,40,73
354.8,66,215
519.44,28,30
2597.52,148,8
252.1,5,119
1670.22,80,9
346.6,23,256
1809.34,98,16
94.2,6,34
1095.08,63,45
2707.33,166,42
932.97,56,113
379.65,49,164
382.14,16,10
2421.47,112,9
1550.85,108,196
879.08,58,85
189.47,13,178
84.65,12,59
305.02,87,148
6216.07,501,2
218.55,9,50
349.7,25,74
-71.46,16,300
396.92,65,18
486.82,25,150
232.6,16,151
2202.31,216,0
827.83,57,17
59.5,3,186
64.23,31,285
3119.44,39,2
72,8,182
910,6,62
172.25,9,58
1466.87,55,24
-32,4,324
62653.1,585,3
2504.13,90,30
151.3,12,38
308.58,14,154
2265.12,197,25
99.5,1,317
2295.31,135,4
711.86,28,7
330.79,20,302
806.41,48,266
296.88,51,270
6249.11,346,3
180.48,8,31
252.06,13,218
228.84,10,246
1053.94,108,280
138.28,21,268
1432.26,103,31
306.55,12,245
1041.68,60,14
799.9,43,116
524.14,28,35
2369.16,86,119
199.85,6,216
1809.81,118,49
1079.66,42,38
333.48,20,28
1016.14,63,36
752.6,43,135
610.59,38,218
491.86,33,27
2766.18,208,24
724,194,4
339.6,30,199
216.9,3,17
350.75,23,240
666.33,35,71
3102.42,323,16
1340.15,42,2
1156.36,72,94
291.54,26,150
79.6,1,373
948.25,28,95
1647.26,24,53
296.25,9,287
1186.28,76,123
741.26,35,287
282.6,12,151
2154.68,343,3
5145.12,143,1
3190.55,117,11
659.41,25,32
286.79,57,53
1070.65,70,49
3.55E-15,14,203
1689.46,17,62
1521.76,208,70
16945.71,399,1
2771.87,143,1
2631.7,120,63
1132.13,177,33
345,22,81
25748.35,219,0
178.7,9,102
360.01,57,6
127.84,17,250
912,115,12
2462.79,31,9
230.4,7,366
309.04,31,75
348.8,45,3
1047.68,17,42
195.55,13,65
36351.42,439,0
688.86,39,116
558.32,33,309
324.8,23,66
3906.27,66,137
277.07,17,254
2635.79,137,30
924.6,13,51
256.38,10,63
112.6,7,366
1747.66,76,5
155.05,12,304
899.51,36,28
591.75,14,183
539,36,41
1353.41,71,39
1562.12,58,55
4014.91,177,21
555.04,33,23
382.98,24,28
1140.35,36,301
385.64,59,144
632,96,5
957.66,40,18
1698.94,46,32
174.65,12,157
412.05,93,57
209.49,15,21
-102,1,358
2202.99,74,15
40.95,4,17
384.8,29,158
834.57,55,24
271.24,19,211
691.73,174,5
85,1,252
3385.62,206,58
361.62,20,10
312.98,9,64
847.61,58,24
1255,5,91
1537.95,101,51
1586.81,94,87
2651.46,81,95
1056.94,24,8
8025.02,114,8
363.4,17,168
216.17,11,56
201.16,28,325
1240,77,0
2187.31,142,17
299.56,22,244
501.56,30,57
145.67,7,73
1015.29,61,30
3192.54,33,6
3104.95,307,122
2751.25,118,1
6389.8,338,22
381.7,24,119
540.45,18,357
1786.79,104,53
122.7,7,63
117.24,3,85
1281.53,36,54
3219.77,165,20
16989.52,180,3
1131.28,66,2
2538.75,155,0
781.3,60,6
506.8,28,188
243.56,16,70
349.55,19,203
605.63,40,119
416.9,15,92
1860.86,114,0
632.97,27,26
821.1,21,297
535.97,30,21
2588.12,119,20
311.16,17,49
155.93,12,325
388.52,19,15
740.95,43,182
2867.2,149,71
332.64,26,36
2347.05,126,79
2580.91,148,56
613.95,34,3
272.04,18,49
1212.84,30,49
350.16,33,52
172.25,7,351
351.13,20,53
1682.08,137,1
616.65,45,35
223.85,11,22
348.99,21,74
464.57,27,10
802.85,10,168
337.34,17,57
1230.93,59,85
307.4,16,294
608.79,23,108
922.1,31,263
361.28,27,170
158.85,9,168
71.66,7,34
556.75,46,22
839.14,49,16
4912.41,47,21
561.57,11,78
90.6,5,64
102,3,360
2427.32,160,2
728.56,36,10
674.45,39,175
3246.091,138,210
3515.68,20,6
378.59,30,1
322.96,33,153
1026.42,152,4
-102.45,5,371
598.2,92,78
230.22,12,20
169.55,11,21
664.54,35,307
80.7,2,145
8986.69,633,6
2702.22,158,8
190.25,15,70
264.7,11,286
413.59,28,48
2503.23,340,30
357.98,10,206
196.79,15,14
869.87,54,72
200.14,11,59
1861.11,115,38
2590.46,112,29
488.03,17,26
7024.53,353,3
320.46,13,16
4098.8,239,19
1266.08,41,65
311.3,16,212
850.63,86,11
76.8,5,29
3409.66,125,31
2313.14,155,3
1383.49,87,14
3865.26,212,9
633.71,16,205
2030.33,40,45
529.73,47,133
4582.64,171,42
2874.72,84,9
962.19,30,115
685.93,44,197
328.8,11,277
473.02,34,109
505.18,39,76
917.34,20,52
4328.46,162,153
1398.96,68,46
642.8,39,16
631.9,22,154
440,28,224
584.07,31,6
327.7,16,121
104.82,6,60
467.66,15,62
2360.09,243,17
14634.64,258,6
2929.84,152,1
512.02,92,21
1428.02,66,28
626.65,38,284
147.2,28,175
1554.48,93,77
152.2,6,32
3542.19,241,40
141.41,21,265
652.82,209,26
1659.75,6,108
154.99,14,283
1290.01,34,8
375.13,88,276
5639.15,505,16
746.36,54,31
15477.34,215,0
225.36,56,19
260.25,4,123
92.46,6,64
725.64,10,105
8124.4,1128,0
6147.4,291,23
183.6,8,266
6135.38,203,4
10464.85,111,9
1188.32,82,28
152.55,7,266
374.7,52,63
265.85,24,319
1307.41,333,3
139.54,14,20
942.26,43,4
122.47,46,128
499.42,42,40
1049.37,65,101
375.1,12,124
45.6,4,32
904.67,156,266
182.25,29,364
1018.43,181,3
4435.79,451,1
181.67,70,2
50415.49,590,9
161,14,56
76.32,1,324
4063.1,217,7
442.85,105,11
57120.91,5128,3
147.35,21,36
3092.97,252,15
194.9,26,137
5976.79,35,73
1314.73,84,4
216.21,21,154
1260.33,76,84
2688.48,124,51
594.16,35,30
80.2,14,22
5669.65,157,3
688.6,11,13
2774.17,173,22
1377.92,40,3
386.53,15,273
1382.74,72,19
90,3,143
-19.9,1,353
2740.3,161,3
419.58,5,83
2740.43,167,10
643.63,16,7
709.71,44,122
637.5,46,60
1123.86,52,1
483.86,67,318
3580.13,201,1
590.34,30,129
4690.31,134,1
982.38,47,1
415.82,26,45
920.05,67,3
879.03,46,2
311.81,22,372
115.8,7,133
3148.2,12,46
2949.57,245,8
468.4,6,48
157.2,3,233
259.43,40,212
658.64,26,35
611.09,50,74
1345.62,52,238
118.75,6,265
113384.14,1420,9
400.43,49,19
507.66,41,39
4678.3,1212,19
1110.52,108,215
289.36,25,173
2445.91,52,86
1631.77,29,70
122.54,25,275
574.84,52,38
363.79,58,97
450.84,29,10
134.46,26,32
3108.06,164,50
574,32,296
554.46,43,84
1620.93,327,8
719.78,165,40
4640.77,248,10
452.89,24,66
197.65,3,330
2018.91,71,8
4604.31,277,1
4660.01,263,1
853.39,42,67
11216.75,604,4
962.7,8,201
335.52,6,106
663.5,44,3
185.4,2,217
688.04,39,59
161.03,44,1
218.78,39,10
308.26,21,238
151.74,10,94
2067.13,88,10
1900.89,103,90
2208.3,118,52
1070.48,9,89
-1192.2,5,371
1000.23,70,30
1777.92,109,11
1839.3,59,2
1925.36,107,1
169.48,12,42
89.94,7,3
632.4,21,246
3427.85,194,41
683.17,41,176
975.23,61,91
1050.12,118,109
2201.64,73,28
3315.71,183,25
1450.6,43,51
822.06,54,178
2043.93,118,31
1447.51,36,43
775.46,159,21
3093.86,80,9
490.86,15,80
161,9,372
146.85,8,325
2323.5,116,42
890.34,42,29
213.7,10,183
280.55,16,234
2535.88,148,8
1677.48,112,175
1474.06,75,110
136.77,20,277
302.58,8,317
1904.05,111,6
2879.7,78,1
935.06,54,253
3087.27,107,50
12650.08,112,8
120,5,141
1163.45,52,50
2618.23,143,7
319.47,19,154
530.18,31,108
1279.09,66,150
492.65,29,331
112.32,10,225
437.96,33,73
559.97,29,50
1019.39,75,87
3957,228,14
134.04,8,196
3729.34,156,2
578.45,34,30
1910.01,27,20
4595.81,285,23
151.23,11,7
413.85,17,211
911.26,47,8
2307.45,103,10
3873.3,238,1
4819.33,108,7
1046.56,61,2
154.7,7,39
1284.06,64,17
50862.44,1640,2
2855.35,162,7
43.2,3,18
632.04,16,107
197.1,27,222
1803.76,110,70
2083.42,35,50
2995.72,180,88
2319.68,123,7
229.71,27,224
1611.59,87,46
120,8,106
2456.98,104,20
508.58,24,64
343.11,42,206
1530.75,123,10
574.26,41,114
166.85,9,234
311.65,12,162
4928.74,269,8
462.66,28,123
866.31,26,22
351.45,19,63
2539.46,163,16
468.26,63,15
1614.91,90,16
554.22,34,157
289.91,18,234
134.7,6,218
2166.38,130,44
607.71,24,20
889.93,71,126
108.98,6,38
1021.58,60,120
409.57,18,259
133.5,31,9
258.7,21,270
51,1,164
1078.96,47,156
90.6,6,214
163.62,9,5
174.4,11,365
666.94,38,59
225.77,41,42
882.58,58,18
2128.23,118,31
161.2,41,21
3717.35,69,108
9167.82,533,7
155,8,319
100.5,4,294
76.55,4,357
257.68,75,184
617.05,11,190
348.1,46,43
202.68,56,51
626.07,131,25
1247.69,59,37
202.11,14,8
142.4,7,296
1770.56,140,32
3172.04,191,8
999.72,62,8
4592.47,291,9
67.95,5,217
3471.91,353,1
487.99,73,64
2556.68,95,0
559.7,26,140
4039.98,183,3
1426.31,26,129
1434.72,104,33
156.75,8,118
2111.08,76,106
2606.53,107,10
1908.25,55,70
576.3,287,15
1063,14,310
761.33,45,34
122.7,23,361
1485.13,98,91
5811.56,612,0
490.22,14,21
1937.25,124,3
1058.06,206,10
385.87,30,84
813.11,27,56
4263.64,222,0
265.2,3,217
322.08,1,17
3918.9,264,18
363.34,17,49
1230.14,148,6
397.76,22,298
2255.51,382,9
1372.8,12,21
89.06,9,98
-43.4,6,142
131.9,9,305
2661.24,32,319
2357.68,55,7
1545.14,59,0
1544.62,68,1
1400.88,98,53
1039.58,293,0
1163.23,70,18
375.35,20,8
907.1,258,18
483.25,40,180
662.59,109,59
264.44,62,10
119.93,22,189
3047.63,977,4
113.64,4,310
1837.92,37,154
383.34,17,109
2103.06,180,147
1965.9,246,63
529.62,6,97
1058.62,130,246
2272.4,72,28
598.76,90,17
461.19,43,11
1936.84,281,103
234.34,7,73
537.71,30,42
799.82,47,71
215.7,19,256
1307.81,11,19
316.25,18,253
279.05,13,10
636.51,30,164
2068.15,144,17
129.2,10,149
321.92,14,49
165.75,47,38
1183.58,145,26
1047.43,49,50
463.38,30,206
340.93,17,174
2362.84,123,6
139.56,7,25
123.8,6,50
538.81,19,311
457.47,31,300
1957.32,193,42
815.32,194,25
356.85,7,87
190.31,12,63
2351.02,631,19
3543.26,164,2
673.26,107,46
5818.7,803,16
2012.17,316,16
1368.18,98,23
276.42,57,21
1267.41,71,10
275.28,23,187
438.49,18,100
1055.35,73,60
2102.09,101,17
330.45,18,32
174.37,16,63
270.6,4,1
974.54,17,23
241.09,12,107
1867.68,203,31
4221.37,298,8
7711.38,1011,2
364.22,18,36
620.04,229,59
2925.91,216,25
932.85,64,235
1812.62,65,24
4075.35,558,2
2841.09,333,58
171.8,19,259
355.56,10,57
388.25,19,64
537.48,32,15
996.26,76,9
1461.65,111,58
103.25,5,185
2916.17,107,3
2024.45,114,23
2487.02,417,3
3986.74,367,3
652.8,4,150
289.24,56,310
765.62,48,10
186.23,10,17
165.07,58,151
859.27,113,18
2381.04,216,9
324.14,21,56
0,32,63
2174.18,76,6
1080.76,69,75
4709.22,446,3
3073.77,129,95
1432,4,110
1524.46,34,34
227.39,12,0
218.06,29,280
2803.69,273,2
1603.72,241,179
35.4,1,371
859.71,123,12
168.63,24,2
138.6,17,16
114.11,6,40
1052.55,330,5
1029.26,101,168
157.05,29,49
134.16,27,226
1598.24,384,18
39.75,3,371
1447.14,197,14
570.46,164,34
617.99,152,21
379.83,53,6
1740.6,102,19
883.15,55,10
221.97,50,43
393.33,25,305
213.96,7,10
660,2,274
